name,rank,model,chain_i,chain_j,iLIS,iLIA,iLISA,ipSAE,actifpTM,LIS,cLIS,LIA,cLIA,ipTM,pLDDT_i,pLDDT_j,pTM,LIR_i,LIR_j,cLIR_i,cLIR_j,LIpLDDT_i,LIpLDDT_j,cLIpLDDT_i,cLIpLDDT_j,len_i,len_j,LIR_indices_i,LIR_indices_j,cLIR_indices_i,cLIR_indices_j
aPKC___gcl,4,5,A,B,0.0000,0.0,0.0,0.0000,0.3469,0.0000,0.0000,0.0,0.0,0.2100,43.7,72.1,0.400,0,0,0,0,,,,,958,569,,,,
aPKC___gcl,5,1,A,B,0.0000,0.0,0.0,0.0000,0.4091,0.0000,0.0000,0.0,0.0,0.2000,42.1,70.7,0.380,0,0,0,0,,,,,958,569,,,,
aPKC___gcm,1,4,A,B,0.5120,4086.9,2092.5,0.6820,0.9667,0.4278,0.6127,98252.0,170.0,0.4400,45.5,39.3,0.450,369,171,42,36,86.0,82.9,78.7,78.4,958,504,"[502-505,509,518-527,534-535,606-957]",[18-188],"[624,626-627,648,650-651,654-657,659-660,663,703,707,739-740,742-744,760-761,772-780,813,821,824-825,827-830,832,926,932]","[35,37,71,79-86,89-90,92,114,116-121,123-124,143,147-151,153,168,177,179-182]"
aPKC___gcm,2,3,A,B,0.5018,3385.8,1699.0,0.6348,0.9695,0.3883,0.6484,94739.0,121.0,0.4100,46.0,39.0,0.430,356,167,31,31,88.3,84.0,74.2,82.2,958,504,"[2-7,606-955]",[22-188],"[2-5,624-627,650,654-660,740,761,774-780,787,824,827,829-830,833]","[35,37,71-73,78-86,88-90,92,116-121,147-148,150-151,153,168,179]"
aPKC___gcm,3,2,A,B,0.3427,3206.1,1098.9,0.4544,0.9605,0.2375,0.4945,72390.0,142.0,0.3800,46.0,39.0,0.420,347,164,29,28,89.9,83.9,75.9,80.3,958,504,[607-953],[22-185],"[650-651,654-657,659-660,663,761,763,772-777,779,820-821,824,826-832,932]","[36-37,79-86,89-90,113-114,116-118,120-122,124-125,147-148,150,153,155,168]"
aPKC___gcm,4,5,A,B,0.0000,0.0,0.0,0.0000,0.3164,0.0000,0.0000,0.0,0.0,0.2400,44.9,36.7,0.370,0,0,0,0,,,,,958,504,,,,
aPKC___gcm,5,1,A,B,0.0000,0.0,0.0,0.0000,0.2545,0.0000,0.0000,0.0,0.0,0.2000,44.1,37.2,0.360,0,0,0,0,,,,,958,504,,,,
aPKC___gcm2,1,2,A,B,0.2362,2970.1,701.6,0.3045,0.8667,0.1686,0.3310,60838.0,145.0,0.3700,45.4,33.4,0.400,344,154,37,31,88.6,85.3,75.8,77.0,958,606,"[608-885,887-952]",[64-217],"[626-627,648,650-651,654-657,659-660,663,739-740,744,760-761,772-777,779-780,813,816,820-821,824,827-830,832,926,932]","[68,70,106,114-121,124-125,127,149,151-156,159,183-187,189,204,213,215]"
aPKC___gcm2,2,3,A,B,0.1840,2384.7,438.7,0.2950,0.7699,0.1289,0.2626,55210.0,103.0,0.3600,45.3,33.5,0.400,341,157,28,25,88.7,82.7,74.2,73.5,958,606,"[610-819,821-951]","[2-4,65-140,142,144-217,346-347,349]","[624-627,654-660,740,761,774-780,807,813,824,827-830,833]","[68,70,106,114-119,121,124,127,151-156,183-184,186-187,189,204,347]"
aPKC___gcm2,3,4,A,B,0.0723,916.3,66.3,0.1209,0.6792,0.0651,0.0803,13994.0,60.0,0.3400,43.2,32.5,0.390,284,130,24,20,86.2,82.7,73.3,70.6,958,606,"[616,618-634,641-671,674-750,752-817,824-884,889,891-892,895-896,909,912-916,918-919,924-926,928,930,932-934,936-942,944-946]","[67-75,82-138,145-167,173-194,196,198-215]","[626,650,653,655-657,659-660,740,761,763,772-779,787,789,829-830,833]","[106,108,114-117,119,127,151-156,179,183-184,186-187,189]"
aPKC___gcm2,4,5,A,B,0.0261,31.6,0.8,0.0110,0.5081,0.0226,0.0301,200.0,5.0,0.2600,44.4,32.8,0.370,111,5,4,3,92.7,28.9,85.7,29.6,958,606,"[632,641,643-644,665,670,693,695,702-703,714,716-719,723,725-727,729-731,733-734,737-739,741-744,746,749,754-757,759-764,771-778,780-788,790-792,795-796,798-799,803-808,810-815,832-833,835-837,841,847,849-857,861-862,864,866-867,877-879,881,883-884,889-890,892-893,899]",[343-347],"[742,761,777-778]","[344,346-347]"
aPKC___gcm2,5,1,A,B,0.0000,0.0,0.0,0.0000,0.2721,0.0000,0.0000,0.0,0.0,0.2100,44.8,32.6,0.360,0,0,0,0,,,,,958,606,,,,
aPKC___gem,1,2,A,B,0.0000,0.0,0.0,0.0000,0.4839,0.0070,0.0000,11.0,0.0,0.2600,45.2,42.1,0.340,8,2,0,0,97.4,37.5,,,958,932,"[618,717,722,726,851,878-879,881]",[280-281],,
aPKC___gem,2,1,A,B,0.0000,0.0,0.0,0.0000,0.3148,0.0000,0.0000,0.0,0.0,0.2200,42.6,38.1,0.330,0,0,0,0,,,,,958,932,,,,
aPKC___gem,3,4,A,B,0.0000,0.0,0.0,0.0000,0.3486,0.0000,0.0000,0.0,0.0,0.2100,42.8,38.6,0.340,0,0,0,0,,,,,958,932,,,,
aPKC___gem,4,5,A,B,0.0000,0.0,0.0,0.0000,0.3352,0.0000,0.0000,0.0,0.0,0.2200,43.9,41.3,0.330,0,0,0,0,,,,,958,932,,,,
aPKC___gem,5,3,A,B,0.0000,0.0,0.0,0.0000,0.2452,0.0000,0.0000,0.0,0.0,0.2000,44.0,39.7,0.340,0,0,0,0,,,,,958,932,,,,
aPKC___gl,1,3,A,B,0.2501,470.0,117.6,0.2889,0.8387,0.1950,0.3209,2906.0,76.0,0.3500,44.2,25.9,0.360,322,18,24,10,86.7,33.7,83.3,41.4,958,678,"[1,612-817,828-871,876-886,888-905,907-928,930-949]","[276-286,672-678]","[625-626,660,703,706-707,740,742-745,758,760-761,774-781,807,811]","[276,278-286]"
aPKC___gl,2,4,A,B,0.2627,505.2,132.7,0.2028,0.8643,0.2137,0.3229,3358.0,76.0,0.3500,43.5,26.8,0.350,327,19,24,10,84.6,31.2,78.0,41.8,958,678,"[1,612-819,827-871,876-886,888-949]","[275-287,673-678]","[624-626,656,660,703-704,706-707,740,742-744,758,760-761,774-781]",[276-285]
aPKC___gl,3,5,A,B,0.2538,492.8,125.1,0.2012,0.8578,0.2067,0.3116,3195.0,76.0,0.3400,44.7,26.9,0.350,326,18,24,10,88.2,30.8,84.3,39.1,958,678,"[1,612-817,827-871,875-886,888-905,907-950]","[275-286,673-678]","[625-626,660,703,706-707,740,742-745,758,760-761,773-781,813]","[276-277,279-286]"
aPKC___gl,4,2,A,B,0.2054,478.2,98.2,0.3486,0.7952,0.1893,0.2229,2755.0,83.0,0.3000,45.2,27.2,0.350,320,19,29,11,89.7,34.6,85.9,39.5,958,678,"[1,612-655,659-817,827-871,876-886,888-905,907,909-949]","[275-286,672-678]","[626,660,703,706-707,739-740,742-745,758,760-761,773-782,807,811-813,816]","[275-277,279-286]"
aPKC___gl,5,1,A,B,0.2028,489.9,99.4,0.2028,0.7952,0.1805,0.2278,2667.0,90.0,0.3000,43.8,26.1,0.350,313,19,28,13,86.6,31.3,82.6,36.5,958,678,"[1,613-653,656-673,675-816,828-871,876-886,888-905,909-928,930,932-948]","[274-286,673-678]","[625-626,660,703,706-707,739-740,742-745,758,760-761,774-781,803,807,811-813]",[274-286]
aPKC___gol,1,5,A,B,0.3564,1284.0,457.6,0.2585,0.9166,0.2656,0.4781,9698.0,170.0,0.3600,45.0,45.3,0.350,337,27,37,22,88.1,55.4,84.1,57.0,958,601,"[611-821,824-949]",[416-442],"[625-626,656,660,703,706-707,710,740,742-744,761,773-781,786-790,792,807,811-813,816,829-830,833-834]","[416-419,421-435,438,441-442]"
aPKC___gol,2,2,A,B,0.2642,935.1,247.1,0.0297,0.8942,0.2143,0.3257,6031.0,145.0,0.3100,45.3,46.1,0.360,326,25,40,19,89.8,47.4,85.5,49.2,958,601,"[611-817,826-871,875-885,887-948]",[415-439],"[625-626,657,660,703,706-707,710-711,740,742-744,758,761,773-782,786-790,807,811-813,816,830,833-834,837,915]","[416-419,421-432,434-435,438]"
aPKC___gol,3,1,A,B,0.1524,494.3,75.3,0.0177,0.7187,0.1382,0.1680,2808.0,87.0,0.2900,44.0,46.4,0.350,303,21,31,15,85.9,48.4,78.3,48.3,958,601,"[20-25,612-652,658-672,674-767,769-816,828-870,875-885,887-904,909-922,933,935-945,947]","[82-87,417-431]","[21,23,625-626,660,703,706-707,740,742-744,758,760-761,773-781,786,789,807,811-813,915]","[84-86,418-419,421-429,431]"
aPKC___gol,4,4,A,B,0.0000,0.0,0.0,0.0000,0.3088,0.0000,0.0000,0.0,0.0,0.1900,44.0,41.3,0.360,0,0,0,0,,,,,958,601,,,,
aPKC___gol,5,3,A,B,0.0000,0.0,0.0,0.0000,0.2904,0.0000,0.0000,0.0,0.0,0.1800,44.3,42.0,0.350,0,0,0,0,,,,,958,601,,,,
aPKC___grau,1,5,A,B,0.2083,613.2,127.7,0.0244,0.7792,0.1874,0.2315,3837.0,98.0,0.3200,43.2,51.6,0.350,319,14,26,12,86.7,46.9,85.1,47.2,958,570,"[611-672,674-816,827-870,875-885,887-904,906,908-929,931-948]",[172-185],"[625-627,703,706-707,710,740,742-744,761,774-782,807,811-813,829]","[173-175,177-185]"
aPKC___grau,2,1,A,B,0.0000,0.0,0.0,0.0000,0.2023,0.0000,0.0000,0.0,0.0,0.2000,40.9,44.2,0.350,0,0,0,0,,,,,958,570,,,,
aPKC___grau,3,3,A,B,0.0000,0.0,0.0,0.0000,0.3044,0.0000,0.0000,0.0,0.0,0.1800,42.2,45.5,0.350,0,0,0,0,,,,,958,570,,,,
aPKC___grau,4,2,A,B,0.0000,0.0,0.0,0.0000,0.3297,0.0000,0.0000,0.0,0.0,0.1800,42.0,48.4,0.340,0,0,0,0,,,,,958,570,,,,
aPKC___grau,5,4,A,B,0.0000,0.0,0.0,0.0000,0.1851,0.0000,0.0000,0.0,0.0,0.1700,41.0,51.1,0.340,0,0,0,0,,,,,958,570,,,,
aPKC___grn,1,2,A,B,0.3793,1797.7,681.9,0.5125,0.9383,0.3519,0.4089,35908.0,90.0,0.4000,46.5,22.8,0.370,349,74,33,26,89.6,66.1,76.2,61.5,958,711,"[1,608-955]","[518-586,707-711]","[624-627,648,650-651,654-657,659-660,703,707,761,773-777,780,816,819-820,824-825,827-829,917,926,932]","[518-519,521-522,525,543-544,546-547,556,563-567,570-573,580-586]"
aPKC___grn,2,4,A,B,0.3159,1936.0,611.6,0.4531,0.8638,0.2803,0.3560,34074.0,110.0,0.4000,44.6,21.4,0.370,347,79,36,25,85.6,60.4,71.8,60.7,958,711,"[1,609-954]","[13-15,519-588,706-711]","[624-627,648,650-652,656,659-660,703,707,744,761,772-777,780,813,816,821,824-832,917,932]","[521-522,525,543-544,546-547,556,563-567,569-573,575,581-586]"
aPKC___grn,3,1,A,B,0.1632,871.3,142.2,0.1837,0.7515,0.1347,0.1979,18515.0,41.0,0.3500,45.0,21.4,0.360,330,59,16,12,87.8,64.5,76.2,55.5,958,711,"[1,612-768,770-818,820,822-871,876-886,888-907,909-949]","[532-585,707-711]","[626-627,651,703-704,707-708,742-744,779,827-829,915,917]","[542-545,560,564,579,581-585]"
aPKC___grn,4,5,A,B,0.0275,24.0,0.7,0.2211,0.5205,0.0905,0.0083,574.0,1.0,0.3200,44.9,20.9,0.350,169,20,1,1,92.4,52.1,81.9,70.9,958,711,"[1,614,617-623,631,633-636,641-648,666,668-672,675-679,681-682,684-686,690-694,696-698,700-701,703-705,708-710,713-735,737-738,740,742-744,746-750,752,754-758,762,764,778-780,782,784,786-788,791-793,796-812,815,817,833-838,846,849-860,862,865,867-868,878-880,882-885,890,892-894,896,898-900,903,915-916,919-920]","[494-507,706-711]",[780],[500]
aPKC___grn,5,3,A,B,0.0000,0.0,0.0,0.2159,0.4968,0.4871,0.0000,11.0,0.0,0.2200,45.4,20.9,0.350,1,6,0,0,14.9,15.3,,,958,711,[1],[706-711],,
aPKC___gro,1,3,A,B,0.0561,193.7,10.9,0.0130,0.5778,0.0570,0.0553,1210.0,31.0,0.3100,43.6,55.2,0.340,179,228,10,20,88.3,88.3,54.2,76.3,958,730,"[479,481-488,616,618,621-622,630,633-634,640-647,676-677,685,691-694,699-708,711-728,730-732,735-739,741-749,753-756,759,761-763,771-772,774-787,789,791-792,794-815,829,831-838,840-856,858,860-863,865-868,875-879,881-884,887-893,897-899]","[245-249,373-377,408,431,437,440-441,443-453,458-471,482-485,487,490-499,504-512,515-518,526,528-530,534-543,546,548-551,553-564,566,568-569,571-572,575-584,590-594,596-604,610-626,631-645,652,654,656-676,678-684,686,692-694,696-729]","[481-483,485-487,840-843]","[245-247,249,446,448,494,510,536,538,554,578,580,596,619,621,662,678,701,703]"
aPKC___gro,2,5,A,B,0.0549,117.0,6.4,0.0124,0.6414,0.0705,0.0427,856.0,16.0,0.2900,45.7,55.3,0.370,135,245,4,12,89.7,91.8,25.9,88.6,958,730,"[2-6,667,676-677,697,701-703,705-706,712-732,735-749,752-754,756,761-763,766,771-772,774-786,789,791-802,804,807-808,810-812,830,832-835,841,844-845,848-854,858,860-863,865-869,876-884,888-893,897,899-900]","[245-248,406-408,418,431-432,437,440-441,443,445-453,458-464,466-471,480,482-487,490-501,504-519,526-531,534-563,566,568-572,575-586,588,590-594,596-605,610,612-621,623-627,631-644,650-659,661-668,670-687,691-728]","[2-3,5-6]","[446,448,492,494,538,580,596,619,621,662,701,703]"
aPKC___gro,3,1,A,B,0.0455,144.6,6.6,0.0109,0.6171,0.0417,0.0495,653.0,32.0,0.2700,43.5,54.2,0.350,11,206,6,20,55.8,90.2,26.8,87.0,958,730,"[2-7,716,719,842,862,889]","[246-247,406-408,439,441,443,445-453,458-471,482-499,504-512,514-518,528,530,534-543,548-562,568,571-572,575-585,590-604,612-624,626,631-644,651-654,657-666,671-686,691-694,698-704,706,708,713-728]",[2-7],"[446,448,492,494,509-510,536,538-539,578,580,596,619,621,662,678,701,703-704,719]"
aPKC___gro,4,2,A,B,0.0328,23.5,0.8,0.0000,0.4893,0.0309,0.0349,92.0,6.0,0.2500,44.1,55.6,0.340,11,76,1,6,72.5,90.7,24.1,89.9,958,730,"[2-4,714,716,797,799,845,860,862,889]","[247,443,445-446,448,450,462,469-471,491-494,504,510,516,518,536,538,548-549,554,560,562,577,582-583,590-592,596,598-599,601-602,604,616,619,621,625-626,631,633,637-639,643,660,662,665-667,671-673,679-680,684,686,693,700-701,703,706-707,710-713,717,719,721,725,727-728]",[3],"[448,494,538,621,662,703]"
aPKC___gro,5,4,A,B,0.0000,0.0,0.0,0.0000,0.4870,0.0118,0.0000,6.0,0.0,0.2200,43.7,53.2,0.360,3,5,0,0,24.8,88.2,,,958,730,"[5-6,8]","[447,493,579,620-621]",,
aPKC___grp,1,1,A,B,0.0279,66.7,1.9,0.0107,0.5627,0.0225,0.0346,297.0,15.0,0.2500,41.9,65.8,0.370,144,7,12,4,84.9,31.1,71.8,32.2,958,512,"[617-626,629,631-634,636,639-643,660,669,676,678,683-684,692,695-705,707-708,712-721,724,731,733-734,737,739-740,742-756,758-763,774,777-783,786-788,798,800,803-810,812-815,832-834,836-837,842,844,847,850-852,855-856,858-859,861,864-866,877-879,881-884,888-891,893,897-899,913-916,918-919]","[307,329-333,374]","[623-626,701,703-704,707,742,744-745,915]",[329-332]
aPKC___grp,2,4,A,B,0.0114,3.3,0.0,0.0000,0.4468,0.0125,0.0104,11.0,1.0,0.2200,40.8,63.0,0.360,9,3,1,1,86.6,30.3,86.2,31.4,958,512,"[714,719,730,733,737,785,791,807,889]",[372-374],[807],[373]
aPKC___grp,3,5,A,B,0.0000,0.0,0.0,0.0000,0.3568,0.0000,0.0000,0.0,0.0,0.2200,42.3,64.3,0.360,0,0,0,0,,,,,958,512,,,,
aPKC___grp,4,3,A,B,0.0000,0.0,0.0,0.0000,0.4568,0.0000,0.0000,0.0,0.0,0.2100,42.2,64.5,0.360,0,0,0,0,,,,,958,512,,,,
aPKC___grp,5,2,A,B,0.0000,0.0,0.0,0.0000,0.1919,0.0000,0.0000,0.0,0.0,0.1900,43.4,65.9,0.360,0,0,0,0,,,,,958,512,,,,
aPKC___gsb,1,4,A,B,0.4333,3270.2,1417.1,0.6132,0.9742,0.3181,0.5903,68554.0,156.0,0.4300,44.8,43.2,0.440,349,151,34,32,86.3,72.1,80.0,72.0,958,427,[607-955],"[18-87,154,156-158,172-248]","[651,653-656,658-660,662-663,666,762-766,770-775,788-789,791,828-830,935,937,939-940,942-943]","[20-28,53,55,58-59,62,65-66,69,182,184-185,187-188,190,207-209,227,231,237-238,241,245]"
aPKC___gsb,2,5,A,B,0.1589,1574.3,250.1,0.0913,0.7815,0.1080,0.2337,28163.0,88.0,0.3700,45.5,42.7,0.420,309,133,24,21,90.3,73.7,76.9,66.0,958,427,"[612-671,674-708,711-816,824-885,887-903,913-915,918-919,924-947]","[21-83,176,178-246]","[653-656,658-659,662,771-775,787-790,828-830,935-937,939-940]","[25,51,53-55,65-66,68-69,184-187,189,208-209,234,238,241-242,245]"
aPKC___gsb,3,2,A,B,0.2337,727.5,170.0,0.1157,0.8285,0.1480,0.3688,16037.0,33.0,0.3200,46.1,37.6,0.390,329,58,10,11,90.0,74.9,79.4,68.5,958,427,"[611-871,874-885,887-903,910-948]",[189-246],"[626,650,775,788-789,827-830,833]","[190,208-209,227,231,234,237-238,241-242,245]"
aPKC___gsb,4,1,A,B,0.0000,0.0,0.0,0.0000,0.3491,0.0000,0.0000,0.0,0.0,0.2200,44.2,37.6,0.370,0,0,0,0,,,,,958,427,,,,
aPKC___gsb,5,3,A,B,0.0000,0.0,0.0,0.0000,0.4792,0.0179,0.0000,2.0,0.0,0.2200,45.1,40.8,0.360,2,2,0,0,40.1,59.9,,,958,427,[462-463],"[23,30]",,
aPKC___gsb-n,1,2,A,B,0.3936,3686.1,1450.9,0.4937,0.9276,0.2981,0.5197,75067.0,181.0,0.4000,46.3,43.0,0.430,346,141,34,33,90.3,77.1,81.6,73.1,958,449,[608-953],"[20-87,172-244]","[653-656,658-660,662-663,666,763-767,770-775,788-789,828-830,935-940,942-943]","[23-29,54-57,59-60,63,65-68,70,181-187,205-206,234-235,238-239,242]"
aPKC___gsb-n,2,4,A,B,0.2387,3148.5,751.6,0.4077,0.8766,0.1758,0.3242,45473.0,218.0,0.3700,43.9,39.6,0.420,339,136,43,45,85.4,70.5,73.9,65.6,958,449,"[609-819,823-950]","[19-85,173-241]","[624-627,648,650-651,653-660,662-663,666,763-766,770-775,779,789,791,828-830,935-940,942-944]","[19-29,54-56,59-60,63,65-68,70-71,181-187,204-206,209,212,222-225,227-228,232,234-235,238]"
aPKC___gsb-n,3,5,A,B,0.0191,27.9,0.5,0.0109,0.5113,0.0319,0.0114,195.0,4.0,0.2800,45.2,40.1,0.390,33,36,2,4,85.7,68.2,74.2,52.3,958,449,"[649-650,652,654,657,659,661,687,738-741,759-762,776-783,799-800,828-829,832-833,836,937,940]","[54,57,61,68,179-185,188,193,197-202,206,222,224-238]","[659,937]","[54,179,181-182]"
aPKC___gsb-n,4,3,A,B,0.0507,25.1,1.3,0.0123,0.5645,0.0406,0.0633,63.0,10.0,0.2400,45.2,40.0,0.360,9,24,4,6,43.0,68.3,42.4,58.1,958,449,"[460-463,479-483]","[22-35,39,56,59-60,63,65-67,70-71]","[460,462,481-482]","[22,24,30,32,34-35]"
aPKC___gsb-n,5,1,A,B,0.0000,0.0,0.0,0.0000,0.3146,0.0000,0.0000,0.0,0.0,0.2300,43.8,36.0,0.370,0,0,0,0,,,,,958,449,,,,
aPKC___gt,1,1,A,B,0.3626,1828.2,662.8,0.5163,0.9566,0.2742,0.4794,28568.0,117.0,0.3900,45.6,28.8,0.400,347,84,25,27,88.6,67.1,78.4,65.0,958,448,[608-954],"[284-314,378-430]","[624-627,651,653-654,656,703-704,707-708,740,742,744,761,774-780,829,915]","[301,308-310,313,381,383-384,386-387,390-391,394-395,397-402,404-406,408-410,413]"
aPKC___gt,2,4,A,B,0.3471,1804.8,626.4,0.4524,0.9422,0.2514,0.4792,28826.0,113.0,0.3800,45.4,30.1,0.400,346,86,25,26,88.0,68.8,79.9,64.7,958,448,[608-953],"[256,284-315,378-430]","[624-627,651,653,656,703-704,707-708,740,742,744,761,774-780,829,912,915]","[308,310,312-313,380-381,383-384,386-387,390-391,393-395,397-402,404-406,408-409]"
aPKC___gt,3,5,A,B,0.1660,757.8,125.8,0.0621,0.7216,0.1164,0.2366,9415.0,61.0,0.3200,45.6,30.0,0.390,311,40,15,14,90.4,63.0,79.7,61.0,958,448,"[612-671,674-767,769-816,827-870,875-885,887-905,908-923,925-926,932-948]","[291,381-419]","[626,703-704,707,742,744,775,777-780,829,832,915-916]","[383-384,386-387,390-391,393-394,396-398,400-401,405]"
aPKC___gt,4,2,A,B,0.0000,0.0,0.0,0.0000,0.3142,0.0000,0.0000,0.0,0.0,0.1900,46.4,27.3,0.370,0,0,0,0,,,,,958,448,,,,
aPKC___gt,5,3,A,B,0.0000,0.0,0.0,0.0000,0.2570,0.0000,0.0000,0.0,0.0,0.1800,45.6,27.6,0.370,0,0,0,0,,,,,958,448,,,,
aPKC___h,1,5,A,B,0.4474,375.1,167.8,0.3463,0.9509,0.3311,0.6045,3517.0,40.0,0.3600,47.2,32.6,0.390,342,9,13,5,91.9,58.9,91.5,69.1,958,337,[610-951],"[47,330-337]","[703,706-707,710,743,780,807,811-813,815-816,915]",[333-337]
aPKC___h,2,1,A,B,0.0530,203.0,10.7,0.0138,0.5500,0.0480,0.0584,1873.0,22.0,0.2300,45.9,29.7,0.390,283,19,9,10,91.3,42.2,76.2,40.6,958,337,"[613-651,659-671,674-708,711-767,770-815,828-869,875-885,887-903,913-922,926,934,936-942,944-947]","[36,39-51,54,74-75,77-78]","[626,778-780,807,828-830,832]","[36,40,42-47,74-75]"
aPKC___h,3,2,A,B,0.0284,24.1,0.7,0.0113,0.4467,0.0249,0.0325,581.0,1.0,0.2100,47.0,33.0,0.390,215,11,1,1,94.5,56.0,85.0,45.9,958,337,"[616,618,620-622,629-634,640-651,658-670,675-678,680-682,684-695,697,701-706,712-749,753-765,770-775,778-815,828-844,847-868,877-884,889-893,936-938,940-942]","[43-44,47-48,50-51,54,74-75,77-78]",[779],[44]
aPKC___h,4,3,A,B,0.0116,5.8,0.1,0.0000,0.4857,0.0088,0.0152,17.0,2.0,0.1900,47.2,31.2,0.380,14,2,2,2,95.7,30.5,93.1,30.5,958,337,"[703,754,781,804,813,833,835-836,851-852,854-855,861,883]",[335-336],"[703,813]",[335-336]
aPKC___h,5,4,A,B,0.0000,0.0,0.0,0.0000,0.3370,0.0000,0.0000,0.0,0.0,0.1800,45.6,30.5,0.380,0,0,0,0,,,,,958,337,,,,
aPKC___hay,1,2,A,B,0.1258,301.5,37.9,0.0168,0.6516,0.1108,0.1428,1653.0,55.0,0.3100,42.5,68.1,0.410,266,11,12,9,87.8,39.6,77.6,40.1,958,798,"[613,615-624,626,628-636,639-651,657,659-672,674-708,711-767,769-815,828-845,847-869,875-885,888-903,936-937,939-942,944-947]",[771-781],"[740,758,760-761,774-779,782,829]","[772-773,775-781]"
aPKC___hay,2,5,A,B,0.0958,34.9,3.3,0.0126,0.5265,0.0969,0.0947,243.0,5.0,0.2900,42.3,68.6,0.420,132,6,2,3,90.4,32.9,77.0,34.1,958,798,"[616,618,631-633,641-643,645,662,666-667,669-670,674,676-677,681-686,693-694,697,714-743,745-746,748,753-760,762-764,771-774,776-778,781,783-788,790-792,794-801,803-809,834,850-857,859-867,877-879,881,883-884,889,892-893,895,897,899]",[775-780],"[774,776]",[777-779]
aPKC___hay,3,1,A,B,0.0241,25.8,0.6,0.0000,0.5423,0.0263,0.0222,83.0,8.0,0.2600,41.3,68.8,0.430,54,6,6,5,86.5,34.8,77.7,35.0,958,798,"[717-718,722-723,726,737,740-741,744,748,753,755,760-763,771-776,778,781-788,795,798-800,803,807-809,812-813,833-834,837-838,852,855,862,865-866,878-879,881,883]",[775-780],"[740,761,773-776]",[776-780]
aPKC___hay,4,3,A,B,0.0000,0.0,0.0,0.0000,0.4549,0.0072,0.0000,4.0,0.0,0.2500,41.8,68.5,0.420,4,1,0,0,94.6,25.7,,,958,798,"[717-718,722-723]",[778],,
aPKC___hay,5,4,A,B,0.0000,0.0,0.0,0.0000,0.3242,0.0000,0.0000,0.0,0.0,0.2100,40.3,66.1,0.430,0,0,0,0,,,,,958,798,,,,
aPKC___hb,1,3,A,B,0.0233,4.7,0.1,0.0000,0.5727,0.0142,0.0383,11.0,2.0,0.2300,44.6,29.4,0.350,11,1,2,1,90.6,27.8,86.2,27.8,958,758,"[642,647,731,755,761-763,778-779,786,866]",[589],"[761,778]",[589]
aPKC___hb,2,2,A,B,0.0000,0.0,0.0,0.0000,0.4599,0.0000,0.0000,0.0,0.0,0.2300,45.8,31.1,0.360,0,0,0,0,,,,,958,758,,,,
aPKC___hb,3,1,A,B,0.0000,0.0,0.0,0.0000,0.4674,0.0000,0.0000,0.0,0.0,0.2100,44.9,28.9,0.350,0,0,0,0,,,,,958,758,,,,
aPKC___hb,4,5,A,B,0.0000,0.0,0.0,0.0000,0.2764,0.0000,0.0000,0.0,0.0,0.2100,44.8,32.1,0.340,0,0,0,0,,,,,958,758,,,,
aPKC___hb,5,4,A,B,0.0000,0.0,0.0,0.0000,0.2262,0.0000,0.0000,0.0,0.0,0.1800,43.0,28.9,0.340,0,0,0,0,,,,,958,758,,,,
aPKC___hbn,1,1,A,B,0.1346,610.3,82.2,0.0148,0.6924,0.0904,0.2006,9085.0,41.0,0.3000,45.1,24.9,0.380,308,55,12,12,89.2,71.5,74.4,68.5,958,409,"[612-652,656-672,674-708,711-767,770-816,827-870,875-885,888-903,908-947]",[160-214],"[624-627,648,651,703,778-780,829,917]","[176-177,179-180,183,198-199,201-203,206,209]"
aPKC___hbn,2,3,A,B,0.0000,0.0,0.0,0.0000,0.2962,0.0000,0.0000,0.0,0.0,0.1900,46.3,24.9,0.380,0,0,0,0,,,,,958,409,,,,
aPKC___hbn,3,4,A,B,0.0000,0.0,0.0,0.0000,0.2942,0.0000,0.0000,0.0,0.0,0.1900,44.3,22.6,0.370,0,0,0,0,,,,,958,409,,,,
aPKC___hbn,4,2,A,B,0.0000,0.0,0.0,0.0000,0.2696,0.0000,0.0000,0.0,0.0,0.1800,46.9,24.1,0.370,0,0,0,0,,,,,958,409,,,,
aPKC___hbn,5,5,A,B,0.0000,0.0,0.0,0.0000,0.2354,0.0000,0.0000,0.0,0.0,0.1800,46.5,24.1,0.380,0,0,0,0,,,,,958,409,,,,
aPKC___her,1,2,A,B,0.0142,5.2,0.1,0.0000,0.5202,0.0155,0.0129,9.0,3.0,0.2400,43.1,32.2,0.370,6,3,3,1,59.5,56.9,54.1,56.4,958,487,"[653-657,660]","[68-69,72]",[653-655],[68]
aPKC___her,2,1,A,B,0.0000,0.0,0.0,0.0000,0.2652,0.0000,0.0000,0.0,0.0,0.2200,41.5,29.1,0.370,0,0,0,0,,,,,958,487,,,,
aPKC___her,3,3,A,B,0.0000,0.0,0.0,0.0000,0.2999,0.0000,0.0000,0.0,0.0,0.2200,42.8,29.3,0.370,0,0,0,0,,,,,958,487,,,,
aPKC___her,4,4,A,B,0.0000,0.0,0.0,0.0000,0.2818,0.0000,0.0000,0.0,0.0,0.2100,40.8,28.9,0.370,0,0,0,0,,,,,958,487,,,,
aPKC___her,5,5,A,B,0.0000,0.0,0.0,0.0000,0.3935,0.0000,0.0000,0.0,0.0,0.2200,42.7,30.7,0.360,0,0,0,0,,,,,958,487,,,,
